,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
4470,KEGG_2021_Human,Steroid hormone biosynthesis,12/61,0.3923775220903281,0.9999960678739984,0,0,1.1403560573165437,1.066838255736829,HSD11B1;SRD5A2;CYP21A2;AKR1C1;AKR1D1;AKR1C3;CYP1A1;UGT2B17;UGT2B28;AKR1C2;HSD17B6;CYP3A4
4471,KEGG_2021_Human,Vascular smooth muscle contraction,25/133,0.4027840511968749,0.9999960678739984,0,0,1.0779839492111702,0.9802697855787612,MYLK2;CALCB;CALML5;NPR1;NPR2;ADCY4;CACNA1D;ADRA1A;ACTG2;MYLK;KCNMB1;KCNMB2;MYH11;PPP1R14A;EDN2;EDN3;PLA2G4D;PLA2G2A;PLA2G4A;AVPR1A;ACTA2;KCNU1;PLA2G10;PPP1R12B;RAMP1
4472,KEGG_2021_Human,p53 signaling pathway,14/73,0.4156463191758544,0.9999960678739984,0,0,1.104874986168375,0.9699924827510646,RRM2;CDKN2A;IGF1;BBC3;TP53AIP1;CCNB2;CCNB1;CCNE2;AIFM2;CCNE1;CHEK1;CDK1;PMAIP1;GTSE1
4505,KEGG_2021_Human,alpha-Linolenic acid metabolism,4/25,0.6684623194704897,0.9999960678739984,0,0,0.8864448128529646,0.3570380309459229,PLA2G4D;PLA2G2A;PLA2G10;PLA2G4A
4506,KEGG_2021_Human,Hepatitis C,26/157,0.6765518827259577,0.9999960678739984,0,0,0.9232314579478672,0.3607491298518552,IFIT1;EGFR;SOCS3;CLDN25;E2F1;E2F2;RSAD2;EGF;MX1;CLDN6;CLDN11;CLDN5;CXCL10;CLDN3;IFNG;OAS1;PPP2R2C;CLDN9;CLDN14;OAS2;PPP2R2B;CLDN8;OAS3;CLDN19;IRF7;PPARA
4507,KEGG_2021_Human,Aldosterone synthesis and secretion,16/98,0.678552440821837,0.9999960678739984,0,0,0.9077798020240924,0.3520311187723959,CALML5;KCNK9;NPR1;PDE2A;ADCY4;ATP1A3;CACNA1D;ATP1A2;CACNA1H;LIPE;NR4A1;CREB3L3;CREB3L4;CYP21A2;CREB3L1;CREB5
4508,KEGG_2021_Human,Cysteine and methionine metabolism,8/50,0.6796010704262475,0.9999960678739984,0,0,0.8863161019579269,0.3423389864595476,IL4I1;SDS;CBS;AGXT2;TAT;BHMT2;DNMT3B;CDO1
4509,KEGG_2021_Human,Vitamin B6 metabolism,1/6,0.688968086535127,0.9999960678739984,0,0,0.9308823529411764,0.3468098343389243,AOX1
4510,KEGG_2021_Human,MAPK signaling pathway,49/294,0.7006902739655408,0.9999960678739984,0,0,0.9299311926605504,0.3307665974294517,HSPB1;FGF1;FGF2;FGF5;FGF7;STMN1;RAC3;PLA2G4D;DUSP1;CACNA2D1;PLA2G4A;FOS;MAPK8IP2;TGFBR2;MRAS;KIT;MET;CACNA1B;CACNA1D;RASGRP1;EGFR;CACNA1H;NTF4;CACNG6;PDGFD;ERBB2;MAP3K20;FLNC;CACNG1;CACNG4;MAP2K6;CACNG5;NGFR;ANGPT4;NTRK2;ANGPT1;EGF;HSPA6;VEGFD;IGF1;FGF17;MAPK10;NR4A1;EFNA3;EFNA2;PTPN7;TEK;FGFR4;FGFR3
4511,KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",17/106,0.7103507672718955,0.9999960678739984,0,0,0.8885278345250255,0.3038733140722304,SLC34A3;EGR1;KL;ADCY4;GATA3;PTH1R;FOS;EGFR;GNAI1;MMP25;MMP13;CYP24A1;CREB3L3;CREB3L4;CREB3L1;RXRG;CREB5
4512,KEGG_2021_Human,TNF signaling pathway,18/112,0.7104280548390074,0.9999960678739984,0,0,0.8907329814441965,0.3045305581269553,CCL20;MMP3;VEGFD;FOS;NOD2;CXCL2;MMP9;CX3CL1;MAPK10;SOCS3;CXCL10;IL6;CREB3L3;CREB3L4;CREB3L1;LTA;MAP2K6;CREB5
4513,KEGG_2021_Human,Oxytocin signaling pathway,25/154,0.7138010559077758,0.9999960678739984,0,0,0.9013393724285286,0.3038874605237887,MYLK2;OXTR;CALML5;NPR1;NPR2;ADCY4;CACNA1D;RYR3;EGFR;GNAI1;MYLK;CACNG6;TRPM2;RGS2;CACNG1;CACNG4;CACNG5;KCNJ3;KCNJ6;PLA2G4D;CACNA2D1;PLA2G4A;FOS;RCAN1;PPP1R12B
4514,KEGG_2021_Human,Central carbon metabolism in cancer,11/70,0.7146040947588177,0.9999960678739984,0,0,0.8673774479171674,0.291461897575013,RET;SLC7A5;SCO2;NTRK3;KIT;ERBB2;SLC2A1;SLC16A3;MET;FGFR3;EGFR
4483,KEGG_2021_Human,Ras signaling pathway,41/232,0.5292571348475371,0.9999960678739984,0,0,0.9991254028538225,0.6357243985557675,CALML5;FGF1;FGF2;RASGRP1;EGFR;GNGT1;NTF4;FGF5;FGF7;GNG2;GNG4;PDGFD;RAC3;PAK3;PAK5;NGFR;ANGPT4;NTRK2;PLA2G4D;ANGPT1;EGF;PLA2G2A;PLA2G4A;VEGFD;IGF1;GNG11;GRIN2B;GNG13;FGF17;MAPK10;EFNA3;MRAS;EFNA2;RASA4;KIT;PLA2G10;TEK;RGL1;FGFR4;FGFR3;MET
4452,KEGG_2021_Human,Relaxin signaling pathway,26/129,0.2621004377640559,0.9999960678739984,0,0,1.1762200905337732,1.5749910454381726,ADCY4;RXFP1;EGFR;GNAI1;GNGT1;EDNRB;GNG2;CREB3L3;CREB3L4;GNG4;CREB3L1;NOS1;MMP1;VEGFD;FOS;GNG11;MMP9;GNG13;TGFBR2;COL1A1;ACTA2;MAPK10;COL1A2;MMP13;COL4A3;CREB5
4453,KEGG_2021_Human,"Glycine, serine and threonine metabolism",9/40,0.2675635648678467,0.9999960678739984,0,0,1.3522053982883475,1.7827450484671516,DMGDH;AOC3;ALAS2;AOC2;SDS;GLDC;MAOA;CBS;AGXT2
4454,KEGG_2021_Human,Cardiac muscle contraction,18/87,0.269425954193322,0.9999960678739984,0,0,1.2153156158493643,1.59383985797208,CACNA2D1;ATP2A3;ATP1A3;ATP1A2;CACNA1D;COX6C;COX7A1;SLC8A2;TRDN;CACNG6;ACTC1;MYL2;FXYD2;CASQ2;TNNI3;CACNG1;CACNG4;CACNG5
4455,KEGG_2021_Human,Chemical carcinogenesis,46/239,0.2864622445643193,0.9999960678739984,0,0,1.1108060252640766,1.388672523083312,ADCY4;CACNA1B;CHRNA9;GSTT2;UGT2B28;ADRB1;CACNA1D;ADRB2;CYP3A4;FGF2;EGFR;GNAI1;DLL3;HSD11B1;FGF5;FGF7;CREB3L3;CYP2A13;CREB3L4;CREB3L1;E2F1;KPNA7;KPNA2;RXRG;STAT5A;EGF;AKR1C2;UGT2B17;CDC6;FOS;KLF4;ESR1;CDC25A;ESR2;FGF17;CYP2A7;ADRB3;NAT1;GSTA3;NAT2;GSTA1;CYP1A1;BIRC5;PPARA;GSTM5;CREB5
4456,KEGG_2021_Human,Pyruvate metabolism,10/47,0.3131763205135325,0.9999960678739984,0,0,1.2587069632717491,1.4613448413155554,ADH4;ACSS2;PC;ADH1C;ALDH2;ADH1B;ADH1A;LDHD;PCK1;ACACB
4489,KEGG_2021_Human,Hematopoietic cell lineage,17/99,0.5946080275064898,0.9999960678739984,0,0,0.9647900498891352,0.5015488742845068,IL11;CSF3;CR2;MME;EPO;CD1A;FCER2;IL6;THPO;CD19;KIT;CD36;CD24;FCGR1A;CD34;MS4A1;IL9R
4490,KEGG_2021_Human,Linoleic acid metabolism,5/29,0.6008787405884544,0.9999960678739984,0,0,0.969646564741412,0.4939012371899478,PLA2G4D;PLA2G2A;PLA2G10;PLA2G4A;CYP3A4
4491,KEGG_2021_Human,Taurine and hypotaurine metabolism,2/11,0.6046660136297339,0.9999960678739984,0,0,1.0343548640578344,0.5203622282090519,GAD1;CDO1
4492,KEGG_2021_Human,Ubiquinone and other terpenoid-quinone biosynthesis,2/11,0.6046660136297339,0.9999960678739984,0,0,1.0343548640578344,0.5203622282090519,TAT;HPD
4493,KEGG_2021_Human,Oocyte meiosis,22/129,0.6107542575672391,0.9999960678739984,0,0,0.9567328272689808,0.4717272597683341,CALML5;SPDYC;PLK1;ADCY4;IGF1;CDC25C;FBXO43;PKMYT1;SMC1B;AURKA;CDC20;SGO1;CCNB2;CCNB1;PTTG1;CCNE2;PLCZ1;ESPL1;CCNE1;CDK1;BUB1;MAD2L1
4494,KEGG_2021_Human,Progesterone-mediated oocyte maturation,17/100,0.6123229729503633,0.9999960678739984,0,0,0.9531078860898138,0.4674950358258029,SPDYC;PLK1;PDE3B;ADCY4;IGF1;CDC25C;PKMYT1;CDC25A;GNAI1;AURKA;CCNA2;MAPK10;CCNB2;CCNB1;CDK1;BUB1;MAD2L1
4495,KEGG_2021_Human,Cortisol synthesis and secretion,11/65,0.6147498427352192,0.9999960678739984,0,0,0.9479790340539064,0.4612295805439475,MRAP;NR4A1;CREB3L3;CREB3L4;CYP21A2;CREB3L1;ADCY4;KCNA4;CACNA1D;CACNA1H;CREB5
4496,KEGG_2021_Human,DNA replication,6/36,0.6316113089214153,0.9999960678739984,0,0,0.9307844803171906,0.4276778690284114,FEN1;RNASEH2A;POLE2;MCM4;DNA2;MCM2
4497,KEGG_2021_Human,Mucin type O-glycan biosynthesis,6/36,0.6316113089214153,0.9999960678739984,0,0,0.9307844803171906,0.4276778690284114,GALNT6;GALNT14;GALNT5;GALNT15;ST6GALNAC3;GALNT8
4498,KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,5/30,0.6325733334066181,0.9999960678739984,0,0,0.9308040770101924,0.4262702187518123,ACSS2;GLDC;CAT;ACO1;HOGA1
4467,KEGG_2021_Human,Chemokine signaling pathway,36/192,0.3775821039381515,0.9999960678739984,0,0,1.074879704699756,1.0468976193888666,CCL14;CCL13;CXCL9;CCL11;ADCY4;CXCR5;CXCL13;CXCL2;CX3CL1;GNAI1;GNGT1;GRK3;GNG2;CCL7;GNG4;CXCR3;CXCR2;CCR8;RAC3;CCR7;CCR4;CCL17;CCL16;CCL25;CCL24;CCL23;CCL21;CCL20;PPBP;GNG11;GNG13;CXCL10;CXCL11;CXCL12;CCL28;PF4
4436,KEGG_2021_Human,Amphetamine addiction,16/69,0.1488579382754929,0.9999960678739984,0,0,1.4069759341524974,2.679955507434919,GRIA2;CALML5;MAOA;CACNA1D;FOS;GRIN2B;GRIN2D;CREB3L3;TH;CREB3L4;CREB3L1;FOSB;SLC18A1;STX1A;CREB5;GRIA4
4437,KEGG_2021_Human,Mineral absorption,14/60,0.1629852201782731,0.9999960678739984,0,0,1.4182453195769416,2.572832815267291,SLC34A3;MT1M;ATP1A3;MT1X;ATP1A2;SLC8A2;TF;FXYD2;MT1G;MT1H;SLC26A9;TRPM6;SLC26A3;SLC39A4
4438,KEGG_2021_Human,Nitrogen metabolism,5/17,0.1681198583161439,0.9999960678739984,0,0,1.9407087580218951,3.4604353074190577,CA12;CA3;CA4;CA6;CA9
4439,KEGG_2021_Human,Dilated cardiomyopathy,21/96,0.1714362003730341,0.9999960678739984,0,0,1.3050739476678044,2.301555448826157,LAMA2;CACNA2D1;ATP2A3;ADCY4;ADRB1;CACNA1D;IGF1;SLC8A2;CACNG6;PLN;ACTC1;DES;SGCA;MYL2;ITGA7;DMD;TNNI3;CACNG1;SGCG;CACNG4;CACNG5
4440,KEGG_2021_Human,Cell adhesion molecules,31/148,0.1738846184221085,0.9999960678739984,0,0,1.2353084577842135,2.1610032953481864,CNTNAP2;NLGN1;CD80;PTPRM;VSIR;CDH5;CDH2;CLDN25;MPZ;CTLA4;ICOS;TIGIT;CD34;JAM2;NTNG1;CADM3;CLDN6;SELP;CLDN11;CLDN5;VCAN;CLDN3;CLDN9;CLDN14;CLDN8;CLDN19;PECAM1;SDC1;CDH15;PDCD1;NECTIN3
4473,KEGG_2021_Human,Homologous recombination,8/41,0.4419683085789431,0.9999960678739984,0,0,1.1286569291669886,0.9215676821595707,BLM;BRIP1;RAD51;EME1;XRCC2;RAD54L;BRCA2;RAD54B
4474,KEGG_2021_Human,Ascorbate and aldarate metabolism,6/30,0.4424056591265714,0.9999960678739984,0,0,1.163905409232512,0.9491974936199382,KL;MIOX;ALDH2;RGN;UGT2B28;UGT2B17
4475,KEGG_2021_Human,Insulin resistance,20/108,0.4491058218857266,0.9999960678739984,0,0,1.05817199576085,0.8470632282270755,SLC2A1;IRS2;PYGM;SLC2A4;ACACB;FOXO1;MAPK10;SOCS3;MLXIPL;IL6;CREB3L3;CREB3L4;CREB3L1;SLC27A6;TRIB3;CD36;PCK1;PPARA;PPARGC1A;CREB5
4476,KEGG_2021_Human,GnRH secretion,12/64,0.4622136413529901,0.9999960678739984,0,0,1.0743698854337151,0.829121395590496,KISS1;GABBR2;KCNJ6;KISS1R;SPP1;CACNA1D;CGA;CACNA1H;ESR2;HCN2;KCNJ3;HCN1
4477,KEGG_2021_Human,Fanconi anemia pathway,10/54,0.4916067322712547,0.9999960678739984,0,0,1.058007062401732,0.7512656416082476,FANCI;RMI2;BLM;BRIP1;RAD51;EME1;CENPX;UBE2T;FANCA;BRCA2
4478,KEGG_2021_Human,Folate biosynthesis,5/26,0.497352545340588,0.9999960678739984,0,0,1.1083697352100523,0.7741476664452606,TH;PAH;AKR1C3;GGH;MOCS1
4479,KEGG_2021_Human,Fatty acid degradation,8/43,0.4992207870799504,0.9999960678739984,0,0,1.0640327085779056,0.7391907814894825,ADH4;ADH1C;ACADL;ALDH2;ADH1B;ACSL1;ADH1A;HADH
4480,KEGG_2021_Human,Type I diabetes mellitus,8/43,0.4992207870799504,0.9999960678739984,0,0,1.0640327085779056,0.7391907814894825,PTPRN2;IFNG;CD80;PTPRN;GAD1;LTA;IL12B;GZMB
4481,KEGG_2021_Human,Melanoma,13/72,0.5154378325479821,0.9999960678739984,0,0,1.025664210546567,0.6797472416468657,CDKN2A;EGF;IGF1;FGF1;FGF2;EGFR;FGF5;FGF17;FGF7;PDGFD;E2F1;E2F2;MET
4482,KEGG_2021_Human,Staphylococcus aureus infection,17/95,0.5207792810174944,0.9999960678739984,0,0,1.0145141317016315,0.6618984118953697,CFD;KRT24;DEFB1;KRT31;SELP;C4A;FCGR3A;KRT19;KRT18;KRT16;KRT37;KRT14;DSG1;MASP1;FCGR1A;CAMP;CFB
4451,KEGG_2021_Human,Prostate cancer,20/97,0.2601503399434215,0.9999960678739984,0,0,1.210151804408273,1.6294640612417386,SRD5A2;EGF;MMP3;LEF1;KLK3;IGF1;MMP9;FOXO1;EGFR;CREB3L3;CCNE2;CREB3L4;CCNE1;CREB3L1;PDGFD;ERBB2;E2F1;E2F2;ERG;CREB5
4644,KEGG_2021_Human,Mitophagy,5/68,0.9958349902261202,0.9999960678739984,0,0,0.3685128260439699,0.0015380647777719,PRKN;MAPK10;MRAS;ATG9B;E2F1
4645,KEGG_2021_Human,Bacterial invasion of epithelial cells,6/77,0.9960737322624952,0.9999960678739984,0,0,0.3923079684564481,0.0015433378851121,CAV3;CAV2;CAV1;FN1;SEPTIN12;MET
4646,KEGG_2021_Human,RIG-I-like receptor signaling pathway,5/70,0.9968550985461756,0.9999960678739984,0,0,0.3571304120567993,0.0011249097458418,MAPK10;CXCL10;IRF7;IL12B;ISG15
4647,KEGG_2021_Human,T cell receptor signaling pathway,9/104,0.9970997546494528,0.9999960678739984,0,0,0.4395273899033297,0.0012765893763347,MAPK10;IFNG;CTLA4;FOS;PDCD1;ICOS;PAK3;RASGRP1;PAK5
4648,KEGG_2021_Human,Asthma,1/31,0.9976115533537931,0.9999960678739984,0,0,0.1549113876319758,0.00037044014882847465,CCL11
4457,KEGG_2021_Human,African trypanosomiasis,8/37,0.3261713025984425,0.9999960678739984,0,0,1.2846464271406377,1.43923123008936,IL6;IFNG;HBB;IL12B;HBA2;HBA1;IDO2;IDO1
4458,KEGG_2021_Human,PI3K-Akt signaling pathway,66/354,0.3376073281351887,0.9999960678739984,0,0,1.067925909920292,1.1596306406809254,CSF3;EPO;FGF1;FGF2;GNGT1;COMP;FGF5;GHR;TCL1A;FGF7;CREB3L3;IBSP;CREB3L4;CREB3L1;TNR;VWF;COL2A1;CCNE2;CCNE1;EIF4E1B;KIT;COL4A3;ITGA7;COL6A6;COL6A5;SGK2;MET;CREB5;TNXB;LAMA2;LAMA3;EGFR;NTF4;RELN;GNG2;GNG4;CD19;PDGFD;ERBB2;SPP1;PCK1;NGFR;ANGPT4;NTRK2;ANGPT1;LAMB3;EGF;FN1;OSM;VEGFD;IGF1;GNG11;GNG13;COL1A1;FGF17;NR4A1;EFNA3;IL6;COL1A2;EFNA2;PPP2R2C;PPP2R2B;COL9A1;TEK;FGFR4;FGFR3
4459,KEGG_2021_Human,cGMP-PKG signaling pathway,32/167,0.3378435818401493,0.9999960678739984,0,0,1.10423416283616,1.198284288937548,OPRD1;MYLK2;CALML5;NPR1;NPR2;PDE3B;ATP2A3;ADCY4;ATP1A3;IRS2;ADRB1;CACNA1D;GATA4;ATP1A2;ADRB2;ADRA1A;GNAI1;MYLK;SLC8A2;RGS2;EDNRB;PLN;CREB3L3;CREB3L4;CREB3L1;KCNMB1;KCNMB2;PDE2A;KCNU1;ADRB3;FXYD2;CREB5
4460,KEGG_2021_Human,Thyroid hormone synthesis,15/75,0.3436920328691539,0.9999960678739984,0,0,1.1643242475865985,1.2435090965482507,GPX3;ADCY4;ATP1A3;ATP1A2;SLC5A5;TPO;TG;CREB3L3;CREB3L4;IYD;CREB3L1;FXYD2;ALB;CGA;CREB5
4461,KEGG_2021_Human,JAK-STAT signaling pathway,31/162,0.3441752590063302,0.9999960678739984,0,0,1.1023458150259315,1.1757667615808167,IL21;CNTFR;CSF3;IL20;EPO;FHL1;IL24;EGFR;GHR;SOCS3;IFNL2;IFNL1;THPO;LEPR;IL21R;IL12B;AOX1;IFNL3;STAT5A;IL11;TSLP;EGF;OSM;IL19;LIFR;GFAP;IL6;IFNG;LEP;IL17D;IL9R
4462,KEGG_2021_Human,Serotonergic synapse,22/113,0.3455973670147192,0.9999960678739984,0,0,1.126050052365842,1.1964066287984545,KCNJ6;HTR1E;PLA2G4D;MAOA;DUSP1;HTR1D;CACNA1B;HTR2C;PLA2G4A;CACNA1D;HTR3A;HTR2A;HTR4;GNG11;GNAI1;GNG13;SLC6A4;GNGT1;GNG2;GNG4;SLC18A1;KCNJ3
4463,KEGG_2021_Human,Histidine metabolism,5/22,0.3469706206395538,0.9999960678739984,0,0,1.3694957031510226,1.4496319761648742,ALDH3A1;AOC1;ALDH2;MAOA;ASPA
4464,KEGG_2021_Human,Insulin secretion,17/86,0.3476912426812256,0.9999960678739984,0,0,1.147472002635046,1.212235812098171,ADCYAP1R1;SLC2A1;ADCY4;ATP1A3;ATP1A2;CACNA1D;RIMS2;KCNU1;CCKAR;CREB3L3;CREB3L4;CREB3L1;KCNMB1;FXYD2;KCNMB2;STX1A;CREB5
4465,KEGG_2021_Human,Glutamatergic synapse,22/114,0.3621124712910763,0.9999960678739984,0,0,1.1137423464654586,1.1313399446897237,GRIA2;PLA2G4D;ADCY4;GRIK4;PLA2G4A;CACNA1D;SLC1A6;SLC1A7;GNG11;GRIN2B;GNAI1;GNG13;GRIN2D;GNGT1;GRK3;GRM4;GNG2;GNG4;GRM8;SLC17A7;GRIA4;KCNJ3
4466,KEGG_2021_Human,Salivary secretion,18/93,0.3770170244992494,0.9999960678739984,0,0,1.1176811594202898,1.0902587792237213,CALML5;ADCY4;ATP1A3;ADRB1;ATP1A2;ADRB2;MUC5B;ADRA1A;RYR3;CST5;CST4;CST2;CST1;ADRB3;FXYD2;MUC7;NOS1;CAMP
4435,KEGG_2021_Human,Cocaine addiction,12/49,0.1444611910592496,0.9999960678739984,0,0,1.5113053479010925,2.923989530562189,GRIA2;CREB3L3;TH;CREB3L4;MAOA;CREB3L1;FOSB;SLC18A1;GRIN2B;GNAI1;CREB5;GRIN2D
4446,KEGG_2021_Human,Renin secretion,15/69,0.2289757506926167,0.9999960678739984,0,0,1.2941668244053253,1.9077820125205989,ADCYAP1R1;EDN2;CALML5;EDN3;PDE1C;NPR1;PDE1B;PDE3B;ADRB1;CACNA1D;ADRB2;GNAI1;AQP1;ADRB3;CLCA4
4447,KEGG_2021_Human,Bile secretion,19/90,0.23274603570213,0.9999960678739984,0,0,1.2468992465309194,1.817738942910341,ABCG8;ABCB1;SCT;AQP9;SLC2A1;ADCY4;SCTR;UGT2B17;ATP1A3;UGT2B28;AQP4;ATP1A2;SLC51B;ABCB11;CYP3A4;AQP1;FXYD2;SLCO1A2;ABCG2
4448,KEGG_2021_Human,Hypertrophic cardiomyopathy,19/90,0.23274603570213,0.9999960678739984,0,0,1.2468992465309194,1.817738942910341,LAMA2;CACNA2D1;ATP2A3;CACNA1D;IGF1;SLC8A2;CACNG6;IL6;ACTC1;DES;SGCA;MYL2;ITGA7;DMD;TNNI3;CACNG1;SGCG;CACNG4;CACNG5
4449,KEGG_2021_Human,Vitamin digestion and absorption,6/24,0.240756636460431,0.9999960678739984,0,0,1.5524402907580477,2.21062632507589,CUBN;RBP2;SLC23A1;SLC52A3;SLC19A3;APOB
4450,KEGG_2021_Human,Taste transduction,18/86,0.2526214112683159,0.9999960678739984,0,0,1.233263126222356,1.6968014858666831,GABBR2;PDE1C;HTR1E;PDE1B;GABRA5;GABRA4;GABRA3;HTR1D;ADCY4;HTR3A;GNG13;CALHM1;GRM4;SCN9A;TRPM5;SCN2A;SCN3A;TAS1R3
4665,KEGG_2021_Human,MicroRNAs in cancer,35/310,0.9993282778353012,0.9999960678739984,0,0,0.5883183635325269,0.0003953192719120759,MIR10B;ABCB1;TNXB;CDCA5;NOTCH4;IRS2;EGFR;STMN1;ERBB2;DNMT3B;E2F1;IGF2BP1;TNR;E2F2;TP63;MIR23B;CDKN2A;MIR27B;HMGA2;KIF23;CDC25C;MMP9;CDC25A;EFNA3;EFNA2;CYP24A1;MIR145;MIR221;CCNE2;CCNE1;SPRY2;FGFR3;MET;RECK;EZH2
4666,KEGG_2021_Human,B cell receptor signaling pathway,5/81,0.9993587476381596,0.9999960678739984,0,0,0.3052355903916076,0.0001957958272362338,CR2;CD19;RAC3;FOS;LILRB5
4667,KEGG_2021_Human,Coronavirus disease,24/232,0.9993646634282026,0.9999960678739984,0,0,0.5338960783025685,0.0003393115040059695,CFD;FGA;CSF3;VWF;MMP1;MMP3;MX1;ISG15;FOS;EGFR;SELP;MAPK10;C4A;ACE2;CXCL10;IL6;C6;C7;OAS1;OAS2;OAS3;IL12B;MASP1;CFB
4668,KEGG_2021_Human,Human cytomegalovirus infection,23/225,0.9993845342362978,0.9999960678739984,0,0,0.5268924302788844,0.0003243840858828996,CALML5;CDKN2A;ADCY4;TAP1;GNG11;CX3CL1;EGFR;GNAI1;GNG13;GNGT1;IL6;CXCL12;GNG2;CREB3L3;CREB3L4;GNG4;CREB3L1;CXCR2;E2F1;RAC3;E2F2;MAP2K6;CREB5
4669,KEGG_2021_Human,Peroxisome,5/82,0.9994467676821802,0.9999960678739984,0,0,0.3012531070288715,0.0001667090733286888,ABCD2;NUDT7;PEX5L;ACSL1;CAT
4670,KEGG_2021_Human,Epstein-Barr virus infection,19/202,0.9996942156883322,0.9999960678739984,0,0,0.4804642478805332,0.00014694089657474893,CR2;ENTPD8;TAP1;ISG15;CCNA2;MAPK10;FCER2;CXCL10;IL6;CCNE2;OAS1;CCNE1;OAS2;CD19;OAS3;IRF7;E2F1;E2F2;MAP2K6
4671,KEGG_2021_Human,Antigen processing and presentation,4/78,0.9997684124695744,0.9999960678739984,0,0,0.2507477757973088,5.807678334565839e-05,IFNG;HSPA6;TAP1;KIR2DL4
4672,KEGG_2021_Human,Sphingolipid signaling pathway,8/119,0.9998582629636066,0.9999960678739984,0,0,0.333953675976912,4.7336959105056486e-05,OPRD1;MAPK10;PPP2R2C;PPP2R2B;S1PR1;RAC3;DEGS2;GNAI1
4673,KEGG_2021_Human,Proteasome,1/46,0.999869116851975,0.9999960678739984,0,0,0.1031799899446958,1.35054057314398e-05,IFNG
4674,KEGG_2021_Human,Nucleotide excision repair,1/47,0.999891779684434,0.9999960678739984,0,0,0.100930798740901,1.0923353965126558e-05,POLE2
4643,KEGG_2021_Human,Fc epsilon RI signaling pathway,5/68,0.9958349902261202,0.9999960678739984,0,0,0.3685128260439699,0.0015380647777719,MAPK10;PLA2G4D;RAC3;PLA2G4A;MAP2K6
4664,KEGG_2021_Human,N-Glycan biosynthesis,2/50,0.999306535976534,0.9999960678739984,0,0,0.1934818481848184,0.00013421924439912993,MGAT4C;MGAT5B
4425,KEGG_2021_Human,GABAergic synapse,21/89,0.0955569433685319,0.9999960678739984,0,0,1.4400346316000805,3.381248754852897,GABRQ;GABBR2;KCNJ6;GABRA5;GABRA4;GAD1;GABRA3;ADCY4;CACNA1B;CACNA1D;GNG11;GNAI1;GABRG1;GNG13;GNGT1;GNG2;GNG4;HAP1;GABRE;GABRD;SLC38A5
4426,KEGG_2021_Human,Butanoate metabolism,8/28,0.1071446085533366,0.9999960678739984,0,0,1.8637574383678093,4.162843651456447,ACSM3;ACSM1;GAD1;ACSM2A;ACSM5;HMGCS2;HADH;ACSM2B
4427,KEGG_2021_Human,Transcriptional misregulation in cancer,41/192,0.1084971590742212,0.9999960678739984,0,0,1.266901056268659,2.813826887296798,CEBPA;BCL2A1;CEBPE;FOXO1;HOXA10;HOXA9;H3C13;TSPAN7;H3C12;H3C10;H3C3;H3C2;FCGR1A;RXRG;ELANE;H3C7;RUNX1T1;PTCRA;NGFR;H3C8;ARNT2;ZBTB16;MMP3;HMGA2;GZMB;IGF1;PAX5;MMP9;TGFBR2;CCNA2;ETV7;IL6;MYCN;NR4A3;TLX3;PAX7;WT1;TLX1;PPARG;ERG;MET
4428,KEGG_2021_Human,Glycerolipid metabolism,15/61,0.1088817647713622,0.9999960678739984,0,0,1.5199800014813718,3.370544576222758,PNLIPRP2;DGAT2;MOGAT1;LPL;MBOAT2;AGPAT2;PLPP4;ALDH2;GPAM;GPAT3;PLPP3;MGLL;PLPP1;PNLIPRP3;PNPLA2
4429,KEGG_2021_Human,Dopaminergic synapse,29/132,0.120519610455333,0.9999960678739984,0,0,1.3130597469307326,2.7783593134497493,GRIA2;CALML5;MAOA;CACNA1B;CACNA1D;GNAI1;GNGT1;GNG2;CREB3L3;CREB3L4;GNG4;CREB3L1;SLC18A1;DRD4;SCN1A;GRIA4;KCNJ3;KCNJ6;FOS;GNG11;GRIN2B;GNG13;MAPK10;GNAL;CALY;TH;PPP2R2C;PPP2R2B;CREB5
4430,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,18/77,0.1243180496611427,0.9999960678739984,0,0,1.4221682777753697,2.9650958228942503,ACTN3;LAMA2;ACTN2;CACNA2D1;LEF1;ATP2A3;CACNA1D;SLC8A2;CACNG6;DES;CDH2;SGCA;ITGA7;DMD;CACNG1;SGCG;CACNG4;CACNG5
4431,KEGG_2021_Human,Circadian entrainment,22/97,0.1246997414132833,0.9999960678739984,0,0,1.3676092935040305,2.847152621006222,GRIA2;ADCYAP1R1;KCNJ6;CALML5;ADCY4;CACNA1D;FOS;GNG11;GRIN2B;CACNA1H;RYR3;GNAI1;GNG13;GRIN2D;GNGT1;PER1;GNG2;RASD1;GNG4;NOS1;GRIA4;KCNJ3
4432,KEGG_2021_Human,Fat digestion and absorption,11/43,0.1252918552807884,0.9999960678739984,0,0,1.601859401588202,3.32723725406387,PNLIPRP2;ABCG8;DGAT2;CLPS;PLA2G2A;PLA2G10;CD36;APOB;PLPP3;AGPAT2;PLPP1
