,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
3291,GO_Biological_Process_2023,Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,PRKN;CREB3L1;MAGEA3
3290,GO_Biological_Process_2023,Negative Regulation Of Protein Transport (GO:0051224),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,RSAD2;IL12B;DRD4
3289,GO_Biological_Process_2023,Negative Regulation Of Protein Localization To Membrane (GO:1905476),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,LRRC15;KCNE1;PID1
3288,GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,ACSL1;ELOVL2;ELOVL3
3287,GO_Biological_Process_2023,Cellular Response To Hexose Stimulus (GO:0071331),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,KCNB1;PCK1;PAX2
3286,GO_Biological_Process_2023,Cardiac Conduction System Development (GO:0003161),3/25,0.8443082045632357,0.999996300842126,0,0,0.6343957400833462,0.1073636631023047,GATA4;SCN5A;NKX2-5
3285,GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Potential (GO:0051881),5/39,0.8438377485952512,0.999996300842126,0,0,0.6840400373059756,0.1161466081416565,OPRD1;TCL1A;PID1;PMAIP1;PYCR1
3284,GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),5/39,0.8438377485952512,0.999996300842126,0,0,0.6840400373059756,0.1161466081416565,CAV1;PMAIP1;S100A9;S100A8;BBC3
3283,GO_Biological_Process_2023,Negative Regulation Of Transport (GO:0051051),5/39,0.8438377485952512,0.999996300842126,0,0,0.6840400373059756,0.1161466081416565,PRKN;EGF;NRG1;CRYAB;SNCA
3314,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,CCL21;CCR7
3313,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Activation (GO:0032816),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,FCGR3A;IL12B
3312,GO_Biological_Process_2023,Nucleosome Disassembly (GO:0006337),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,H2AC25;HMGA1
3311,GO_Biological_Process_2023,Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,LRRC15;GSN
3310,GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,NTRK2;IGF1
3309,GO_Biological_Process_2023,Negative Regulation Of ERBB Signaling Pathway (GO:1901185),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,CBLC;EGFR
3308,GO_Biological_Process_2023,Melanosome Localization (GO:0032400),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,GPR143;MLPH
3307,GO_Biological_Process_2023,Icosanoid Biosynthetic Process (GO:0046456),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,PYCARD;PLA2G4A
3306,GO_Biological_Process_2023,Detection Of Mechanical Stimulus (GO:0050982),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,CDH2;PKD1L2
3305,GO_Biological_Process_2023,3'-UTR-mediated mRNA Stabilization (GO:0070935),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,DAZL;ZFP36
3304,GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),18/124,0.8529851368332545,0.999996300842126,0,0,0.7893162186942045,0.1255116631919962,CXCL9;CD80;PPBP;NOD2;CXCL13;CXCL2;PPM1E;PYCARD;CXCL10;ZFP36;CXCL11;IL6;CARD17P;TNFSF4;TNIP3;IL36RN;CTSG;PF4
3303,GO_Biological_Process_2023,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),15/105,0.8525387455127543,0.999996300842126,0,0,0.7747965171304183,0.1236084187513961,CCL21;WNT7B;SORD;NOD2;MMP8;RASGRP1;MTURN;INAVA;PYCARD;EDAR;BMP2;LEP;CCR7;RELL2;IGFBP6
3302,GO_Biological_Process_2023,Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),7/53,0.8510790920263891,0.999996300842126,0,0,0.7077164675452642,0.1141194322859659,PYCARD;RTKN2;IL12B;NOD2;MMP8;EGFR;NR3C2
3301,GO_Biological_Process_2023,mRNA Stabilization (GO:0048255),7/53,0.8510790920263891,0.999996300842126,0,0,0.7077164675452642,0.1141194322859659,DAZL;ZFP36;SLC11A1;E2F1;IGF2BP1;IGF2BP3;VIP
3300,GO_Biological_Process_2023,Actin Cytoskeleton Reorganization (GO:0031532),7/53,0.8510790920263891,0.999996300842126,0,0,0.7077164675452642,0.1141194322859659,FGF7;BRSK2;ANXA1;THSD7B;KIT;S1PR1;PLEK2
3299,GO_Biological_Process_2023,Regulation Of Endocytosis (GO:0030100),9/66,0.8482010041046604,0.999996300842126,0,0,0.7342463301109917,0.1208845815993986,LRP1;CALY;TFR2;GPC3;CDH13;OLFM4;CD177;PACSIN1;SNCA
3330,GO_Biological_Process_2023,Ammonium Transmembrane Transport (GO:0072488),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,RHBG
3329,GO_Biological_Process_2023,UDP-N-acetylglucosamine Metabolic Process (GO:0006047),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,B4GALNT2
3328,GO_Biological_Process_2023,N-acetylneuraminate Metabolic Process (GO:0006054),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,HOGA1
3327,GO_Biological_Process_2023,Cellular Response To Insulin Stimulus (GO:0032869),14/99,0.8562039329839713,0.999996300842126,0,0,0.7656976841261626,0.1188720323394269,TRARG1;CAV2;PDE3B;IRS2;SLC2A4;SORBS1;FOXO1;KAT2B;RAB31;PDK4;TRIB3;PPARG;PCK1;GPLD1
3326,GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),8/60,0.8556168168682822,0.999996300842126,0,0,0.7154347494387165,0.1115596341701385,PYCARD;C4A;RAB31;IFNG;CLEC7A;SLC11A1;SIRPG;AZU1
3325,GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),12/86,0.8543869142189106,0.999996300842126,0,0,0.7539505462909718,0.1186500469070731,ANLN;CENPE;CENPF;CDKN2A;UBE2C;PLK1;KIF14;E2F1;MAP3K20;CDC6;CDC14B;AURKA
3324,GO_Biological_Process_2023,Regulation Of Neuron Projection Development (GO:0010975),26/174,0.854333689177503,0.999996300842126,0,0,0.81633399277945,0.1285182562390141,RTN4R;RET;KANK1;BRSK2;NLGN1;PLPPR5;SEZ6;NDNF;PTN;CX3CL1;RELN;CDH2;TNR;GPC2;ALKAL2;KIF1A;CSMD3;PAK3;NTNG1;NTRK2;NTRK3;PTK6;MT3;KIF26A;S100A9;DDR2
3323,GO_Biological_Process_2023,Renal Absorption (GO:0070293),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,GSN;HBB
3322,GO_Biological_Process_2023,Regulation Of Protein Deacetylation (GO:0090311),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,KAT2B;IFNG
3321,GO_Biological_Process_2023,Regulation Of Histone Modification (GO:0031056),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,KAT2B;MYOCD
3320,GO_Biological_Process_2023,Regulation Of Epidermal Cell Differentiation (GO:0045604),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,ZFP36;IL20
3319,GO_Biological_Process_2023,Regulation Of T Cell Cytokine Production (GO:0002724),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,TNFSF4;FOXP3
3318,GO_Biological_Process_2023,Pulmonary Valve Morphogenesis (GO:0003184),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,ROBO2;TBX20
3317,GO_Biological_Process_2023,Protein Autoprocessing (GO:0016540),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,F12;MYRFL
3316,GO_Biological_Process_2023,Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,GPLD1;PNPLA2
3315,GO_Biological_Process_2023,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),2/18,0.8535973099696994,0.999996300842126,0,0,0.5815770862800566,0.0920611696531198,FCRL3;PPP1R14D
3346,GO_Biological_Process_2023,Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,VSIR
3345,GO_Biological_Process_2023,Negative Regulation Of Activin Receptor Signaling Pathway (GO:0032926),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,DACT2
3344,GO_Biological_Process_2023,Negative Regulation Of Activated T Cell Proliferation (GO:0046007),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,FOXP3
3343,GO_Biological_Process_2023,Negative Regulation Of B Cell Proliferation (GO:0030889),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,CTLA4
3342,GO_Biological_Process_2023,Midbrain Dopaminergic Neuron Differentiation (GO:1904948),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,LMX1A
3341,GO_Biological_Process_2023,Lipoprotein Catabolic Process (GO:0042159),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,NOTUM
3340,GO_Biological_Process_2023,Interleukin-15-Mediated Signaling Pathway (GO:0035723),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,STAT5A
3339,GO_Biological_Process_2023,Inositol Phosphate Biosynthetic Process (GO:0032958),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,ITPKA
3338,GO_Biological_Process_2023,Histone H3-K14 Acetylation (GO:0044154),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,KAT2B
3337,GO_Biological_Process_2023,Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,ACADL
3336,GO_Biological_Process_2023,Establishment Of Endothelial Intestinal Barrier (GO:0090557),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,TJP3
3335,GO_Biological_Process_2023,Cellular Response To Interleukin-15 (GO:0071350),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,STAT5A
3334,GO_Biological_Process_2023,Cellular Response To Interleukin-12 (GO:0071349),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,IL12B
3333,GO_Biological_Process_2023,Cellular Response To Cholesterol (GO:0071397),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,GPLD1
3332,GO_Biological_Process_2023,calcineurin-NFAT Signaling Cascade (GO:0033173),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,LACRT
3331,GO_Biological_Process_2023,Branched-Chain Amino Acid Transport (GO:0015803),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,SLC7A5
3362,GO_Biological_Process_2023,Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,EGF
3361,GO_Biological_Process_2023,Positive Regulation Of Cellular Senescence (GO:2000774),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,KIR2DL4
3360,GO_Biological_Process_2023,Positive Regulation Of Cellular Respiration (GO:1901857),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,IFNG
3359,GO_Biological_Process_2023,Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PRKN
3358,GO_Biological_Process_2023,Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,IFNG
3357,GO_Biological_Process_2023,Nucleoside Triphosphate Metabolic Process (GO:0009141),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,AK5
3356,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic, 3'-5' (GO:0034427)",1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,EXOSC4
3355,GO_Biological_Process_2023,Nuclear RNA Surveillance (GO:0071027),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,EXOSC4
3354,GO_Biological_Process_2023,Negative Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,MMRN2
3353,GO_Biological_Process_2023,Negative Regulation Of Transmembrane Transport (GO:0034763),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,IRS2
3352,GO_Biological_Process_2023,Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,KIR2DL4
3351,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Migration (GO:2000402),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,APOD
3350,GO_Biological_Process_2023,Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,LACRT
3349,GO_Biological_Process_2023,Negative Regulation Of Interferon-Beta Production (GO:0032688),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PYCARD
3348,GO_Biological_Process_2023,Negative Regulation Of Glycolytic Process (GO:0045820),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PPARA
3347,GO_Biological_Process_2023,Negative Regulation Of Dephosphorylation (GO:0035305),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PPP1R16B
3378,GO_Biological_Process_2023,Response To Sterol (GO:0036314),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,TGFBR2
3377,GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 9 Signaling Pathway (GO:0034163),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,RSAD2
3376,GO_Biological_Process_2023,Regulation Of Programmed Necrotic Cell Death (GO:0062098),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PRKN
3375,GO_Biological_Process_2023,"Regulation Of Phagocytosis, Engulfment (GO:0060099)",1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,RAB31
3374,GO_Biological_Process_2023,Regulation Of Melanin Biosynthetic Process (GO:0048021),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,TYRP1
3373,GO_Biological_Process_2023,Regulation Of Chromatin Binding (GO:0035561),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,CDT1
3372,GO_Biological_Process_2023,Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,CALCR
3371,GO_Biological_Process_2023,Regulation Of B Cell Apoptotic Process (GO:0002902),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,IRS2
3370,GO_Biological_Process_2023,Protein Oxidation (GO:0018158),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,LOXL4
3369,GO_Biological_Process_2023,Protein Localization To Endosome (GO:0036010),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,NELL1
3368,GO_Biological_Process_2023,Protein Kinase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007205),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PLPP1
3367,GO_Biological_Process_2023,Protein Kinase C Signaling (GO:0070528),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,AZU1
3366,GO_Biological_Process_2023,Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,TNXB
3365,GO_Biological_Process_2023,Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,ZFP36
3364,GO_Biological_Process_2023,Positive Regulation Of Phospholipid Transport (GO:2001140),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,CETP
3363,GO_Biological_Process_2023,Positive Regulation Of Macrophage Differentiation (GO:0045651),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,PF4
3394,GO_Biological_Process_2023,Epithelial To Mesenchymal Transition (GO:0001837),6/47,0.861370334366299,0.999996300842126,0,0,0.6806059224568456,0.1015673294142092,TGFBR3;BMP2;NOTCH4;LEF1;HMGA2;IGF1
3393,GO_Biological_Process_2023,Protein Secretion (GO:0009306),9/67,0.8603738033039784,0.999996300842126,0,0,0.7215429275158339,0.1085116352899871,RIMS2;RAB3C;ANXA1;SLC30A8;GAL;PTPRN;VIP;PCSK5;AP1M2
3392,GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),46/297,0.859798923623533,0.999996300842126,0,0,0.8510809240836711,0.1285614986445691,ARHGAP11A;NLGN1;ITSN1;FAM13A;SEZ6;HSPB1;GATA4;AKAP6;ARHGAP39;AKAP5;FGF1;SEZ6L2;SLC6A2;EGFR;GNAI1;AURKB;AURKA;PREX2;AKAP12;FGD3;PYCARD;ARHGAP20;NUAK2;RACGAP1;CLEC7A;CHEK1;GPAT3;PAK3;ECT2;ROS1;MAP2K6;PPP1R16B;NTRK2;MYOC;ARHGEF15;VWF;NTRK3;PDE2A;RHOF;MRAP;PEX5L;GPR143;CLEC6A;RGN;TEK;CD24
3391,GO_Biological_Process_2023,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),4/33,0.8595525623262923,0.999996300842126,0,0,0.6415959866090165,0.0971012548361875,OAS1;OAS3;IGF2BP1;ISG15
3390,GO_Biological_Process_2023,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),4/33,0.8595525623262923,0.999996300842126,0,0,0.6415959866090165,0.0971012548361875,GBP5;DEPDC1B;PYDC1;CD36
3389,GO_Biological_Process_2023,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),4/33,0.8595525623262923,0.999996300842126,0,0,0.6415959866090165,0.0971012548361875,ACTN3;ADIPOQ;ERFE;PPARA
3388,GO_Biological_Process_2023,Actin Filament Bundle Organization (GO:0061572),4/33,0.8595525623262923,0.999996300842126,0,0,0.6415959866090165,0.0971012548361875,FAM107A;SHROOM1;ESPN;LIMD2
3387,GO_Biological_Process_2023,Actin Filament Bundle Assembly (GO:0051017),4/33,0.8595525623262923,0.999996300842126,0,0,0.6415959866090165,0.0971012548361875,FAM107A;SHROOM1;ESPN;LIMD2
3386,GO_Biological_Process_2023,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),5/40,0.8595031826817078,0.999996300842126,0,0,0.6644555897104029,0.1005990754348354,STMN1;FAM107A;STMND1;SKA3;SKA1
3385,GO_Biological_Process_2023,Regulation Of Glycolytic Process (GO:0006110),5/40,0.8595031826817078,0.999996300842126,0,0,0.6644555897104029,0.1005990754348354,MLXIPL;IFNG;IGF1;PPARA;SLC2A6
3384,GO_Biological_Process_2023,Nucleic Acid-Templated Transcription (GO:0097659),5/40,0.8595031826817078,0.999996300842126,0,0,0.6644555897104029,0.1005990754348354,SPOCD1;TERT;E2F1;DTX1;SCX
3383,GO_Biological_Process_2023,Notch Signaling Pathway (GO:0007219),5/40,0.8595031826817078,0.999996300842126,0,0,0.6644555897104029,0.1005990754348354,BMP2;NOTCH4;DTX1;ASCL1;DLL3
3382,GO_Biological_Process_2023,Negative Regulation Of Defense Response (GO:0031348),16/112,0.8588186513045496,0.999996300842126,0,0,0.77473255703872,0.1179123547442253,PTGIS;ADIPOQ;CXCL17;GATA3;KLF4;AURKB;CDH5;LRFN5;PROC;TYRO3;FFAR4;SAA1;PPARG;TEK;PPARA;ELANE
3381,GO_Biological_Process_2023,Very-Low-Density Lipoprotein Particle Assembly (GO:0034379),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,APOB
3380,GO_Biological_Process_2023,tRNA Threonylcarbamoyladenosine Metabolic Process (GO:0070525),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,LAGE3
3379,GO_Biological_Process_2023,Surfactant Homeostasis (GO:0043129),1/10,0.8572476946521755,0.999996300842126,0,0,0.5170311714429362,0.0796374721332192,OAS1
3410,GO_Biological_Process_2023,Endocytosis (GO:0006897),28/189,0.8732569371333374,0.999996300842126,0,0,0.8079596565353687,0.1094990970730659,DENND1B;LRP1;STAB2;ADRB2;VLDLR;LRP8;P2RY6;MRC1;REPS2;CD36;ELANE;CUBN;ANXA1;SCARA5;CAV3;SLC11A1;CAV1;EPN3;EHD2;MARCO;ADRB3;TFR2;RHOJ;TYRO3;PECAM1;ENTHD1;CD302;MET
3409,GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),89/557,0.8708428213829907,0.999996300842126,0,0,0.8821879895690801,0.1220011082797925,CDKN1C;RET;CITED1;EPO;CD80;SCX;MYRFL;HOXC13;FOXM1;BRCA2;FGF2;NAT14;SOX2;FGF7;SOX17;ZIC2;ZIC3;HNF4A;ZIC1;NOS1;MYBL1;TP63;KCNH2;MYOCD;TESC;FOXH1;PAX6;FOS;SOX10;FOXP3;PAX2;POU3F3;KAT2B;SFRP1;MYCN;PSRC1;RFX6;TAL1;IRF7;PPARG;PPARA;CREB5;BLM;DLX5;NOTCH4;LEF1;GATA4;GATA3;MRPL12;EGFR;FOXO1;IFNL1;WNT11;PRDM16;ATOH8;HAS3;SPP1;E2F1;NDP;NKX2-5;PPARGC1A;EGR1;ARNT2;EGR2;FZD4;IRX6;EGF;ZBTB16;ATAD2;ESRRB;HMGA1;HMGA2;IGF1;INHBA;KLF4;ESR1;MT3;KLF2;ESR2;KLF1;COL1A1;MLLT11;MLXIPL;BMP2;IL6;WT1;LHX2;BAMBI;LHX1
3408,GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),8/61,0.8678627537458476,0.999996300842126,0,0,0.7018932082956848,0.0994734949275817,PYCARD;IL6;CLEC7A;LEP;FFAR2;NOD2;IL17D;ELANE
3407,GO_Biological_Process_2023,Protein Complex Oligomerization (GO:0051259),14/100,0.8659532848559452,0.999996300842126,0,0,0.7567480147073384,0.1089144399917625,TRIM72;POLQ;BLM;PRMT8;KCNC2;FOXM1;COMP;PYCARD;CALHM1;GLRA3;NLRP6;ECT2;MS4A1;SNCA
3406,GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),24/163,0.8651245847272536,0.999996300842126,0,0,0.8023149371194761,0.116240795217854,NGFR;KANK1;LRP1;ADIPOQ;SULF1;FGF2;MAPK15;CX3CL1;SLURP1;CLDN5;SFRP1;TMEFF2;CLDN3;WNT11;KRT16;HAS1;CDH11;MMRN2;CLDN19;DPEP1;EVL;HOXA7;AMH;RECK
3405,GO_Biological_Process_2023,Regulation Of Protein Kinase Activity (GO:0045859),17/119,0.8647762871523397,0.999996300842126,0,0,0.7746685606060606,0.1125472826445601,CAV3;CCL21;MMD;HSPB1;AZU1;PPM1E;CCNA2;CENPE;DBNDD1;RELN;CAMK2N2;PYDC1;TRIB3;CCR7;ECT2;DDR2;SNCA
3404,GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),7/54,0.8643117711155907,0.999996300842126,0,0,0.6926164788138147,0.1009985325221833,STAT5A;ANGPT4;ANGPT1;HSPB1;NRG1;PPARG;FGF2
3403,GO_Biological_Process_2023,Mesenchymal Cell Differentiation (GO:0048762),7/54,0.8643117711155907,0.999996300842126,0,0,0.6926164788138147,0.1009985325221833,TGFBR3;BMP2;NOTCH4;LEF1;TBX20;HMGA2;IGF1
3402,GO_Biological_Process_2023,Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176),3/26,0.8631866479990931,0.999996300842126,0,0,0.6067764080608252,0.0892715744282436,GPRC5A;EGF;CBLC
3401,GO_Biological_Process_2023,Organelle Fusion (GO:0048284),3/26,0.8631866479990931,0.999996300842126,0,0,0.6067764080608252,0.0892715744282436,BCL2A1;CIDEA;CIDEC
3400,GO_Biological_Process_2023,Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),3/26,0.8631866479990931,0.999996300842126,0,0,0.6067764080608252,0.0892715744282436,KANK1;PID1;TNS2
3399,GO_Biological_Process_2023,"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",3/26,0.8631866479990931,0.999996300842126,0,0,0.6067764080608252,0.0892715744282436,WNT11;CELSR1;CELSR3
3398,GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),15/106,0.8622032901674949,0.999996300842126,0,0,0.7662354681094034,0.113605289198209,STIL;ANXA1;RRM2;CDKN2A;FHL1;FAM107A;KIF14;INHBA;KLF4;EGFR;MYO16;ADAMTS1;HYAL1;E2F1;E2F7
3397,GO_Biological_Process_2023,Secondary Alcohol Metabolic Process (GO:1902652),6/47,0.861370334366299,0.999996300842126,0,0,0.6806059224568456,0.1015673294142092,CETP;SQLE;ABCA5;SH2D2A;APOB;CES1
3396,GO_Biological_Process_2023,Regulation Of Interleukin-2 Production (GO:0032663),6/47,0.861370334366299,0.999996300842126,0,0,0.6806059224568456,0.1015673294142092,ZFP36;CLEC7A;CD80;CD34;FOXP3;SPTBN1
3395,GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),6/47,0.861370334366299,0.999996300842126,0,0,0.6806059224568456,0.1015673294142092,CAV2;PDK4;IRS2;SORBS1;FOXO1;GPLD1
3426,GO_Biological_Process_2023,Phosphate Ion Transport (GO:0006817),2/19,0.8741858949349336,0.999996300842126,0,0,0.547333388801065,0.0735956688377348,SLC34A3;SLC17A7
3425,GO_Biological_Process_2023,Oligodendrocyte Differentiation (GO:0048709),2/19,0.8741858949349336,0.999996300842126,0,0,0.547333388801065,0.0735956688377348,PTPRZ1;SOX10
